url,repository_url,labels_url,comments_url,events_url,html_url,id,node_id,number,title,user.login,user.id,user.node_id,user.avatar_url,user.gravatar_id,user.url,user.html_url,user.followers_url,user.following_url,user.gists_url,user.starred_url,user.subscriptions_url,user.organizations_url,user.repos_url,user.events_url,user.received_events_url,user.type,user.site_admin,labels,state,locked,assignee,assignees,milestone,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,body,reactions.url,reactions.total_count,reactions.+1,reactions.-1,reactions.laugh,reactions.hooray,reactions.confused,reactions.heart,reactions.rocket,reactions.eyes,timeline_url,performed_via_github_app,state_reason
https://api.github.com/repos/MartinTheDude/testingMagicDraw/issues/1,https://api.github.com/repos/MartinTheDude/testingMagicDraw,https://api.github.com/repos/MartinTheDude/testingMagicDraw/issues/1/labels{/name},https://api.github.com/repos/MartinTheDude/testingMagicDraw/issues/1/comments,https://api.github.com/repos/MartinTheDude/testingMagicDraw/issues/1/events,https://github.com/MartinTheDude/testingMagicDraw/issues/1,1257208625,I_kwDOHW93Wc5K73sx,1,Test,MartinTheDude,60444636,MDQ6VXNlcjYwNDQ0NjM2,https://avatars.githubusercontent.com/u/60444636?v=4,,https://api.github.com/users/MartinTheDude,https://github.com/MartinTheDude,https://api.github.com/users/MartinTheDude/followers,https://api.github.com/users/MartinTheDude/following{/other_user},https://api.github.com/users/MartinTheDude/gists{/gist_id},https://api.github.com/users/MartinTheDude/starred{/owner}{/repo},https://api.github.com/users/MartinTheDude/subscriptions,https://api.github.com/users/MartinTheDude/orgs,https://api.github.com/users/MartinTheDude/repos,https://api.github.com/users/MartinTheDude/events{/privacy},https://api.github.com/users/MartinTheDude/received_events,User,false,[],open,false,,[],,0,2022-06-01T22:43:16Z,2022-06-01T22:43:16Z,,OWNER,,d,https://api.github.com/repos/MartinTheDude/testingMagicDraw/issues/1/reactions,0,0,0,0,0,0,0,0,0,https://api.github.com/repos/MartinTheDude/testingMagicDraw/issues/1/timeline,,
